userName,score,at,content
Pengguna Google,5,2025-10-28 07:21:31,"Bagus.. Selama order via aplikasi tidak ada kendala, jika produk kosong dikonfirmasi dulu ke pembeli ini sangat bagus.. tidak kecewa belanja via aplikasi yang malas keluar tinggal klik aja"
Pengguna Google,1,2025-09-20 06:46:30,"setelah sekian lama berlangganan klik Indomaret baru hari ini status barang telah tiba (selesai) tapi tidak saya terima. Dikomplain langsung dianggap selesai oleh cs aplikasi Krn status barang di diterima tanpa foto yg jelas. Bahkan toko pun tidak merespon dgn alasan sudah di kirim melalui gr*b. Meskipun total pemesanan cuma 130 ribu, hari gini itu berharga banget loh. Begini ternyata pelayanannya. tks."
Pengguna Google,1,2025-10-23 13:15:54,"tidak ada fitur pembatalan atau komplain karena kendala pengiriman malah ditulis penerima tidak ditempat padahal motor delivery nya mati dan harus menunggu 1x24 jam lagi tapi juga engga dikirim, wa deliveryman tanya kepastian pengiriman jawabnya besok pagi, aplikasi ini masih perlu banyak perbaikan"
Pengguna Google,4,2025-10-26 05:16:10,"sangat membantu dalam pemesanan dan pengiriman kebutuhan anak2 di pondok. kalau bisa tambahin fitur chat di applikasinya, biar bisa tau apa aja yg kosong jadi sebelum kita CO bisa di konfirmasi. ini udah CO di aplikasi semua item ada.pas CO ada beberapa yg kosong. tolong di bikin fitur chatt karyawan ke konsumennya karna sangat penting sekali. terimakasih"
Pengguna Google,2,2025-10-21 04:32:10,"gue udah nulis alamat lengkap sampai patokannya juga, bahkan kalo dicari di google map juga langsung ketemu. tapi pihak Indomaret kalo kirim lewat grab ngasih alamatnya ga lengkap sampe kurirnya bingung dan telpon berkali kali karena katanya alamatnya ga lengkap hadeeeeh."
Pengguna Google,1,2025-10-18 02:30:32,mohon aplikasi lebih disering di pantau kapan yang sering terjadi eror akhir akhir ini aplikasi sering kali eror tnpa sebab setiap kali ada promo besar besaran pasti eror itu mohon lebih di perhatikan dan di perbaiki secepatnya biar memuaskan dan bisa ngasih bintang lebih bnyk
Pengguna Google,1,2025-10-19 04:34:54,"Jelek banget, nggak disiplin waktu. sering banget kirim terlambat jauh dari waktu yang ditentukan. nggak ada pemberitahuan juga, nggak ada update prosesnya. kecewa sih, awal awal doang bagus."
Pengguna Google,1,2025-10-14 13:07:46,"Lama banget euy. Mana gak ada live chat kayak di Alfagift gitu. Jadi gak bisa komplain kalo ada apa-apa 😞 Tolong ditingkatkan lagi dong, aplikasinya. Adakan fitur live chat dengan petugas Indomaret nya."
Pengguna Google,1,2025-10-23 00:32:27,"Kalo memang minimum beli 2pcs. Jangan dieksekusi dong orang beli 1, dimana2 KLO minimum beli 2 pcs, itu sekali klik sejumlah minimum barang harus dibeli, atau produk itu disarankan untuk ditambahkan sesuai minimum beli. bukannya kasih tulisan kecil, ambil kesempatan buat KERECEIN CUSTOMER yang nggak ngebaca (detergen)TULISAN KECIL Ada barang kosong juga, ngga dikasih tau. duit juga ngga balik. INDOMARET KERECEIN CUSTOMER. ODOL BARANG NGGA DIKIRIM, DUIT NGGA BALIK. MIRIP RAMPOK INDOMARET LAMA2 👎"
Pengguna Google,4,2025-10-18 06:54:32,"sejauh ini baik,tapi kalo salah 1 bahan kosong langsung di cancel,aturannya kalo kosong tulis kosong di bannernya,btw di klik gak ada paylater kayak si merah kuning,kalo ada gitu kan gampang bagi saya yang belum top up"
Pengguna Google,5,2025-10-26 06:18:16,"kenapa didaerah saya sekarang tidak bisa pesan antar ya,padahal sebelumnya bisa lo,sampe2 hp ku kubanting kiran hpnya yang rusak,ternyata apk nya yang gak bisa antar ketempat saya,saya coba pakai alamat lain bisa pesan antar kenapa tempat saya yang sekarang gak bisa padahal sudah pernah berkali kali order pesan antar pakai alamat yang sama tidak ada kendala,terpaksa pindah ke apk alfamart dan ternyata bisa diantar pakai alamat tersebut"
Pengguna Google,1,2025-10-27 02:18:27,saya berbelanja di indomaret gentle gen 700ml harga promo 2 buah 19.000 setelah belanja 2 buah namun tidak motong otomatis setelah diadukan ke cs dibilang kita salah memilih caranya..namun tidak ada solusi dri indomaret..kecewa dg pelayanan indomaret seperti ini
Pengguna Google,5,2025-10-26 06:42:29,"bagus bngt, kurir nya pada ramah, semoga bang kurir selalu ramah, terutama untuk pengguna disabilitas kayak saya, aamiin 🤲🏻, makasih Indomaret, telah diadakan aplikasi ini 🙂‍↕️ ehh adakan penilaian kurir dong, biar semangat kurirnya 😂, dan plis adakan customer service yg melayani saran² pembeli, aku pernah chat customer service tapi saran aku ga digubris, saran saya sih yg dari Indomaret terdekat, satu lagi tolong adakan fitur edit pesanan, kadang aku trkdg lupa blm beli ini gitu, terimakasi"
Pengguna Google,1,2025-10-27 09:52:11,"pesan online karna punya bayi,dan gk butuh banget susu, harusnya jam 2 udah dikirim, wa nya yg tertera gk aktif, jam 5 baru ada kabar Kataya motor gk bisa masuk gang, padahal bemtor aja masuk,emang males aja kali ya kurirnya, akhir nya sama kurirnya suru cancel, tapi keterangan disitu customer gk ada dirumah, males dan langsung hapus aplikasi aja deh"
Pengguna Google,1,2025-10-26 10:50:54,"informasinya promonya tidak informatif, pelayanan tuk membatalkan tidak ada. sehingga mempersulit kurir dan penerima. dan semua proses lambat tidak ada kontak komunikasi ke toko juga."
Pengguna Google,3,2025-10-25 07:47:54,"Ga optimal nih. minimal nya kalo barang rusak, bocor atau kosong ga usah ada di etalase belanja ya klik indomaret. Beberapa kali order dah berharap, barangnya ga ada kan males(?) Mana nunggu nya lama dari yang happy sampai ke tidurnya lagi saya beli ice cream cone 4 katanya rusak semua nya.. apa2an coba .. tolong perbaiki lagi nih untuk keadaan semua barang ready di toko"
Pengguna Google,3,2025-10-27 05:25:39,padahal fitur udah oke bangett tapi kurirnya selalu telat padahal katanya satu jam sampai. aplikasi sebelah malah fitur belum oke tp pengiriman josss bgt cepet. mending sebelah menurut ku
Pengguna Google,1,2025-10-28 02:12:26,Iklan gentle gen yang menjebak dan saya dirugikan karena gentle gen beli 2 hanya 19.900 namun nyatanya saat diambil hanya 1 pcs dengan harga 19.900 dan pihak toko tidak ada pergantian apapun.
Pengguna Google,1,2025-10-27 10:34:02,"busetdah, kurirnya selesaikan status tanpa ada barang yg datang, komplen kaga di respons2 via wa dan aplikasi, call center gak bisa di telpon. ini niat kaga buat layanan? astaghfirullah 😓. drop saja kalau belum mampu buat layanan yg benar, jangan merugikan konsumen."
Pengguna Google,1,2025-10-26 08:02:58,"Beli gentle gen deterjen tulisannya 19.900 dapat 2 ternyata datang ambil hanya dapat 1, kalo emang tidak ada promo nya kenapa masih ditampilkan agak curiga karyawan sendiri yang bisa ambil biar dapat promo dan bisa dijual kembali🥴"
Pengguna Google,1,2025-10-27 05:32:10,"sulit diatur trus pengiriman lama hampir 4 jam pdhal deket, udah minta dibatalin san refund katanya ribet pas disuruh cepet nganterin katanya si kurir nya males bolak balik padahal deket, baru pertama kali order lewat ini padahal, ngga lagi deh mnding app sebelah 30 mnt nyampe"
Pengguna Google,1,2025-10-28 12:38:26,"aplikasi produknya menjebak, di dpn keterangan produk harga nett 2 pcs, eh pas dikirim cm 1 pcs, dikomplain blgnya karena ga klik paket hemat, ga recommend deh..."
Pengguna Google,1,2025-10-17 01:56:29,"Pertama kali order karena incer diskon app, pesan 4 mie instan, 10 es krim, dan 1 susu kental manis. Yang diterima 4 mie + 1 SKM dan hanya 4 es krim yang beda merk. Pengiriman pun ngaret 20 menitan. Sebelumnya tidak pernah mengalami e-order separah ini. Not recommended + menyesal download Update: sudah komplain atas kekurangan barang namun hanya dibalas 'mohon maaf, terdapat kesalahan saat pengiriman'. Gila."
Pengguna Google,1,2025-10-01 13:39:58,"kecewa sama klikIndomaret karyawannya gak amanah, main cancel pesanan sepihak, padahal app sebelah tuh ya kalau kenyamanan customer dinomersatukan, klik indomaret aplikasi sering ngebug lagi, promo pun sedikit, mending aku tetap setia sama app sebelah, hujan deras aja pesanan ttp dianterin salut banget, giliran indomaret beh cuma karna gak aktif wa langsung main cancel, menyebalkan. kalau barangnya gak perlu kita gak pesan, tolong diperbaiki pelayanan karyawan kalian."
Pengguna Google,1,2025-09-21 10:42:24,"gimana jelasin nya, klik indomaret tidak recommend, mohon di perbaiki 1. saya beli barang 2 malah dikirim 1 katanya stok tokonya gaada lagi atau minus, tidak ada pengembalian dana atau ganti nya, lahh sejak kapan barang di toko nya minus jadi tanggung jawab saya. 2. saya minta batalkan pesanan prosesnya lama bangettt 1 hari verifikasi terus entah bagaimana kelanjutannya ngga jelas, minta batalkan pesanan dan pengembalian dana tapi status nya pengiriman dan gatau gimana ga nyampe nyampe."
Pengguna Google,5,2025-09-13 10:42:47,"Aku terbantu banget belanja pakai klik Indomaret, rill no tipu-tipu, soalnya bikin belanja jadi lebih mudah dan seru banget dapet poin yang bisa kita tukerin. Selain itu, sebagai tim mageran buat keluar rumah, aku sering bgt jajan point coffee pakai aplikasi klik Indomaret, ga perlu keluar rumah tinggal klik klik - bayar - nunggu bentar - dapet deh minumnyaa, mana gratis ongkir😭😭 luv sekebon rayaaa💖 trs sering ada promo jg di app nya hehe memang worth bgt buat di download 😼"
Pengguna Google,5,2025-10-23 03:11:26,"Aplikasi ini sangat membantu untuk belanja kebutuhan harian tanpa harus keluar rumah. Produk lengkap, pengiriman cepat, dan banyak promo menarik. Cocok banget buat yang sibuk!"
Pengguna Google,5,2025-09-20 03:25:55,"Sejauh ini suka banget pakai klik indomaret, karena user interface mudah dipahami dan produknya lengkap juga. Terus semua pengantaran gratis ongkir, jadi memudahkan banget sih kalau mau belanja dan mager keluar. Apalagi untuk beli air galon karena ga kuat ngangkat sendiri, tinggal pesan + nunggu abang kurirnya ngantar ke alamat rumahh"
Pengguna Google,1,2025-08-31 05:27:45,"pelayanan Indomaret cabang ""JL. VILLA MUTIARA CIKARANG KEL.CIANTRA KEC. CIKARANG SELATAN, KAB. BEKASI, 17532, INDONESIA"" sangat mengecewakan, ada 4 barang pesanan saya tidak dimasukkan ke dalam pengiriman,sudah di ajukan komplain oleh saya sebagai customer/pembeli namun sangat slow respon"
Pengguna Google,1,2025-10-12 04:58:47,"pelayanan yang diberikan kurir benar2 buruk. selalu terlambat mengantar, dan ketika saya mengajukan komplain, kurir malah komplain balik. Sudah dilaporkan ke CS indomaret lewat email, Instagram, dan WA, tidak direspon dan hanya disuruh menunggu. hal ini membuat saya berfikir bahwa semua yang terlibat di Indomaret tidak profesional dalam bekerja. Saya berhenti belanja di Indomaret, benar2 menyebalkan."
Pengguna Google,1,2025-10-12 05:29:25,"pesen point coffee lewat aplikasi ini ternyata item yang diterima tidak sesuai dengan yg dipesan, pertama komplain lewat aplikasi anehnya tiba2 komplain tersebut jadi tidak ada tanpa solusi yang jelas. Komplain kedua lewat WA disuruh tunggu yang tidak pasti kapan, komplain ketiga via email juga sama tidak ada kejelasannya.. Pesen matcha frappe tetapi yang dateng avocado frappe."
Pengguna Google,1,2025-10-22 06:52:07,"Kenapa ya tiba-tiba akun saya keluar sendiri, trus saat mau masuk akunnya selalu gagal untuk masuk. Tolong diperbaiki ya, menyusahkan sekali"
Pengguna Google,5,2025-09-13 09:00:59,Suka bgt sama aplikasi klik Indomaret karena bisa belanja dari rumah🥹. Cocok bgt buat aku yg mager untuk dateng ke offline store Indomaret huhu. Banyak promo yang sering aku dapetin juga. Skrng ga harus bingung kalo mau belanja untuk sehari-hari karna terbantu bgt sama apk klik Indomaret ini. Dan pastinya selalu dapet reward poin setiap kali selesai belanja. Poinnya pun bisa dituker dengan reward yg luar biasa. Jadi belanja tetep dapet keuntungan lebihnya🤩.
Pengguna Google,5,2025-09-30 03:49:54,"Klik Indomaret jadi solusi belanja harian, semuanya ada tanpa kecuali. Pengiriman tepat waktu dan sering banget ada promo free ongkir. Pesanan sampai tepat waktu, barang lengkap banget, bahkan produk kartonan pun ada. Apalagi sering dapat free ongkir, Top banget aplikasinya, Sangat memuaskan aplikasi nya"
Pengguna Google,1,2025-09-21 15:08:36,sudah order terus lama nunggu orderan diproses kurir sudah ambil pesanan ke toko sekitar 2 jam kemudian pas dicek ulang ternyata pesanan dibatalkan dengan alasan yang tidak jelas. mau order di app sebelah sudah gk bisa karena sudah malam. aplikasi gak guna emang klik indomaret ini buang² waktu saja.
Pengguna Google,1,2025-10-10 06:20:58,"Dengan klaim belanja Express maksimal 1 jam pengiriman tapi udah 3-4 jam belum di kirim juga masih pesanan di proses, Ngehubungin ke CS Indomaret nya ga ada jawaban ga ada solusi apapun. baru Minggu kemaren di buat kecewa sama Pegawainya Karna selisih harga yang tidak sesuai promo yang udah kadaluarsa masih saja di Pajang terlanjur proses pembayaran alhasil pengeluaran tak terduga jumlah nya pun terjadi."
Pengguna Google,1,2025-08-29 13:47:32,aplikasi tidak jelas di aplikasi produk tersedia sudah ada notif delivery man Akan mengambil pesanan tapi kurang beberapa mnt sebelum akhir dari jadwal datangnya pesanan malah dibatalkan. ini saya sudah Berkali kalibseperti ini. dan pengalaman saya juga datangnya barang juga lama banget gak sesuai dg yg dijadwalkan aplikasi dan ini telatnya ada 3 jam lebih.
Pengguna Google,5,2025-09-20 04:39:59,"Klik Indomaret selalu jadi aplikasi favorit saya untuk belanja kebutuhan harian. Fitur-fiturnya gampang dipahami, transaksi lancar, dan pengiriman juga nggak pernah mengecewakan. Saya sudah baru ada 3 bulan cuma ini aplikasi bener se rekomend banget apalagi banyak promo dan harga spesial yang bikin belanja jadi jauh lebih hemat. Buat saya yang suka irit, aplikasi ini pas banget karena tetap bisa belanja puas tanpa bikin kantong jebol. Top banget, recommended!"
Pengguna Google,5,2025-09-13 17:16:07,"Aplikasinya sangat membantu, belanja jadi lebih praktis dan mudah tanpa harus keluar rumah, transaksi juga lancar tanpa ribet. Suka banget karena bisa sekalian kumpulin poin dan sering ada promo menarik. Pilihan barang lengkap, harga jelas, dan pengiriman juga cepat. Recommended banget 🤩"
Pengguna Google,5,2025-09-13 09:22:55,"Aplikasi Klik Indomaret bener-bener ngebantu banget kalo lagi mager keluar rumah. Semua barang ada mulai dari makanan, minuman, kebutuhan rumah, kebutuhan dapur dan kebutuhan pribadi ada, pokoknya lengkap dan ngebantu bangett!! plus sering ada promo dan gratis ongkir!! pokoknya Klik Indomaret bikin hidup sehari-hari jadi simple, easy, and dreamy!! Sukses terus Klik Indomaret!!( っ•ᴗ•)っ—̳͟͞͞💚"
Pengguna Google,1,2025-10-16 12:28:29,Gak lagi2 saya mau belanja menggunakan aplikasi ini masak barang yang sangat dibutuhkan tiba2 saja tidak ada dan tidak ada konfirmasi terlebih dahulu. Cukup sekali ini saja
Pengguna Google,1,2025-10-13 11:56:04,"aplikasi jelek, gausah bikin aplikasi dengan jaminan 1 jam sampai kalo kenyataan nya sampe 4 jam, di daerah saya kurang responsif kalo misal pembayaran sudah lunas, kecuali kalo belum lunas gercep bangett kaya ngebet banget pengen duit"
Pengguna Google,5,2025-09-17 14:05:51,"Klik Indomaret benar-benar bikin belanja jadi semudah ‘klik’ nama aplikasinya. Cepat, praktis, dan selalu tepat waktu. Rasanya seperti punya minimarket pribadi di genggaman! Biasanya belanja itu repot, tapi di Klik Indomaret rasanya seperti punya asisten belanja 24 jam non-stop. Praktis banget dan belanja jadi terasa seperti main game, tinggal klik-klik barang sampai checkout, tahu-tahu semua kebutuhan sudah sampai rumah. apalagi klo suka ada promo bikin makin kalap, mantap pokoknya sukses trs!"
Pengguna Google,1,2025-09-05 02:58:14,"semakin update klik semakin ribet dan juga selalu lambat updatenya dari hrg segala macam sering sekali gangguan saat diproses anak toko juga bermasalah di proses barangnya ngelagg, error dan ujungnya di cancel dan tidak dapat kupon 25.000 bodycare sehingga membuat kami konsumen selalu kecewa. klw diganti kupon 25k dgn uang tdk apa"" ini tdk ada sama sekali diganti atau pertanggung jawabannya."
Pengguna Google,5,2025-09-30 01:30:55,"belanja pake klik indomaret ternyata mudah sekali tinggal klik""doang sesuai sama namanya, jdi Belanja lebih praktis tanpa keluar rumah dan hemat waktu, apa lagi banyak promo dan gratis ongkir."
Pengguna Google,1,2025-10-26 08:50:35,"Saya sering banget belanja di klik indomaret. Sudah kejadian 2x, belanjaan saya tidak komplit. Tidak sesuai aplikasi"
Pengguna Google,1,2025-10-06 13:03:35,"Harusnya ada fitur pembatalan pesanan dan nomer cs yg siap 24 jam saat ada kendala.. penanganan cukup lama dan terkadang suka terlambat 1-2 jam dari estimasi pengiriman. Aplikasi ini sedikit membantu, tapi tidak cocok untuk keadaan darurat.. APLIKASI TAEEEEEEKKKKKKKKK GAK DI SEDIAKAN NOMER KURIR ATAUPUN NOMER CS DARI TOKONYA MASING². TAIIII"
Pengguna Google,5,2025-09-12 15:32:01,"Baru download aplikasi Klik Indomaret, first impression-nya oke banget! Praktis buat belanja sehari-hari, produknya lengkap juga—mulai dari makanan, minuman, sampai kebutuhan rumah. Tampilan aplikasinya user-friendly banget, jadi gampang dipakai. aku belum sempet coba belanja sih, tapi kalau prosesnya semulus tampilannya, kayaknya bakal sering dipakai deh. Eh tapi jujur ya, alasan utama download ini sebenarnya karena pengen ikutan GA biar dapet neobong 🤣😭. Soal aplikasinya bagus atau ngga"
Pengguna Google,5,2025-09-14 11:19:57,"hai klikindomaret Aku diajak BintangM as hiyyie utk riview klikindomaret nah disini aku ingin mengriview Indomaret cocok untuk belanja kebutuhan sehari-hari dengan cepat dan praktis. Meski harga kadang lebih tinggi, kenyamanan dan kelengkapan produk membuatnya tetap jadi pilihan utama banyak orang."
Pengguna Google,1,2025-09-09 10:34:23,"Penyelesain masalahnya BURUK sekali . Di Aplikasi di selesaikan kurir dari GOJEK tapi barangnya belum sampai . pesanan diselesaikan beralasan untuk mengambil ongkirnya. lalu barang dikembalikan ke toko . setelah itu pihak toko tidak mau tau hanya menyarankan komplain ke call center . SUDAH KOMPLAIN VIA TELPON, WHATSAPP, JUGA AJUKAN KOMPLAIN DI APLIKASI . PESAN 08/09/2025 10.27 SAMPAI SAAT INI BARANG BELUM SAYA TERIMA . PADAHAL TINGGAL PESAN KURIR LALU DIKIRIM . TAPI SANGAT MENYUSAHKAN CUSTOMER ."
Pengguna Google,1,2025-10-22 07:59:28,kurir lelet. pesanan belum sampai tp di app udh diterima. komplain ke cs sama aja cs nya juga lelet ga fast respon . ga banget deh pokonya
Pengguna Google,1,2025-10-11 11:37:54,"1. tidak ada rating toko/pesanan 2. barang tidak lengkap dikirim/ dikirim barang stok lama 3. ada toko yg tidak konfirmasi kendala barang 4. delivery tidak bisa pilih toko (sudah dicoba tidak bisa) 5. paket bundling, mix varian qty harus sama"
Pengguna Google,1,2025-10-10 11:23:02,"stiap pesan sllu saja byk brang kosong, pdhal wktu cek out produk tersedia, tpi di tokonya ngk ada, paling sebel klu saldo hrus tertahan di saldo klik, nungguu 1 -2 hari baru bisa pake, pdhal duitnya kan bisa di pake di lain. tolong dong berbenah , masa kala sma alfamrt. kecewa banget sma aplksi ini, merugikan skali. harus diperbaiki dan jangan bikin susah konsumen."
Pengguna Google,1,2025-10-08 13:57:00,"pesen point coffee jam 8 pagi, grab nya nyasar, kurir grabnya ga bisa dihubungi, brg kembali ke toko. ajukan complain di apk dri jam 9 pagi ampe jam kantor berakhir ga ada balasan. tiba2 jam 8 malam tanpa konfirmasi ke saya, kurir indomart proses antar. itu alamat kantor, ga bakal ada org lah jam 8 malam. gimana sih?? ga ada ajukan pengembalian juga, duit melayang kan ini? kocak nie store"
Pengguna Google,1,2025-10-16 13:50:04,"jangan coba2 download apk ini,ngga jelas tulisan estimasi sampai jam 6-7 tapi udah 3jam saya nunggu ngga ada kejelasan padahal keterangan delivery man udah otw toko,terus tiba2 link nya ngga bisa dilacak,apk ngga jelas,mending ke si merah aja tepat waktu,dan bisa chat sama toko nya langsung sampe nya juga satset cepet"
